overdue_ratio,avg_delay_days,pending_ratio,payment_frequency,neighbor_avg_risk,centrality_score,stress_velocity,contagion_score,is_stressed
0.325844,5.0216,0.026551,13,22.4971,0.039488,0.29929300000000003,0.8883654848,0
0.111223,4.5318,0.123737,11,18.3264,0.16554,-0.012513999999999997,3.0337522559999996,0
0.206443,6.4008,0.242063,11,34.7596,0.149272,-0.03562000000000001,5.1886350112,0
0.055858,1.9306,0.283983,8,19.5108,0.192663,-0.228125,3.7590092604,0
0.162779,21.4203,0.304712,11,47.4275,0.552472,-0.14193299999999998,26.20236578,0
0.314876,6.4585,0.343197,9,20.8493,0.409533,-0.028320999999999985,8.538476376899998,1
0.048565,8.2974,0.296834,14,22.7267,0.025172,-0.248269,0.5720764924,0
0.683818,42.4511,0.481085,0,70.8314,0.333283,0.20273300000000005,23.6069014862,1
0.443987,15.0398,0.011875,8,36.9908,0.100088,0.432112,3.7023351904,1
0.192228,7.43,0.29196,9,9.1826,0.174852,-0.09973199999999999,1.6055959752000002,0
0.310845,7.3738,0.462519,10,26.7163,0.081661,-0.15167400000000003,2.1816797743,0
0.150103,4.0728,0.097746,14,9.4309,0.235277,0.05235699999999999,2.2188738593,0
0.657418,24.9187,0.652154,1,78.3062,0.676803,0.005263999999999935,52.99787107860001,0
0.154698,1.8287,0.180486,11,28.7225,0.230319,-0.025788000000000005,6.6153374775,0
0.200548,3.7588,0.246006,8,25.2038,0.198244,-0.045458,4.9965021272,0
0.141704,3.5918,0.079814,14,10.4123,0.089149,0.06189,0.9282461327000001,1
0.014673,0.4195,0.018024,13,25.6001,0.138947,-0.003350999999999998,3.5570570946999998,0
0.208745,11.1608,0.181304,11,26.4958,0.083445,0.02744100000000002,2.210942031,0
0.123736,3.942,0.066985,8,31.549,0.248865,0.056750999999999996,7.851441885,0
0.332475,35.789,0.368783,3,55.7975,0.391901,-0.03630800000000001,21.8670960475,1
0.19349,13.549,0.400372,10,41.2959,0.058646,-0.206882,2.4218393514,0
0.026418,1.2556,0.067118,12,41.3282,0.126452,-0.0407,5.226033546400001,1
0.499622,14.6973,0.424888,10,24.431,0.203818,0.07473400000000002,4.979477558,1
0.008396,9.1241,0.373419,8,18.5732,0.199153,-0.365023,3.6989084996,0
0.360171,10.4997,0.172948,10,23.8678,0.137137,0.18722300000000003,3.2731584886,0
0.061548,8.3664,0.362903,11,21.7953,0.283601,-0.301355,6.1811688753,0
0.192362,3.7856,0.194963,14,24.451,0.240014,-0.002600999999999992,5.868582314,1
0.362808,7.689,0.708489,10,39.7681,0.319565,-0.345681,12.7084928765,0
0.382661,14.5568,0.344981,11,31.1618,0.151046,0.03767999999999999,4.7068652428,0
0.181366,3.2844,0.22956,10,20.0199,0.397698,-0.04819399999999999,7.9618741902,0
0.346815,33.1264,0.559292,6,46.2956,0.78467,-0.21247700000000003,36.326768451999996,0
0.080249,2.2752,0.254323,13,16.4287,0.204643,-0.174074,3.3620184540999998,1
0.100505,22.5454,0.116489,11,47.0372,0.413812,-0.015983999999999998,19.4645578064,0
0.098477,4.1928,0.175926,8,34.3047,0.386937,-0.077449,13.273757703899998,0
0.042911,5.5346,0.206419,12,25.5068,0.221382,-0.163508,5.646746397599999,0
0.649774,32.1178,0.629739,0,81.2532,0.563563,0.020034999999999914,45.791297151600006,1
0.173083,2.827,0.348536,11,18.5385,0.296143,-0.17545300000000003,5.490047005499999,0
0.398263,21.6905,0.38764,4,65.8052,0.414725,0.010622999999999994,27.29106157,0
0.228659,3.8808,0.15575,13,30.7638,0.551304,0.072909,16.9602059952,0
0.647352,45.8525,0.544683,2,71.6699,0.87059,0.10266900000000001,62.395098241,1
0.296635,5.0533,0.317973,12,25.655,0.09388,-0.021338000000000024,2.4084914000000004,0
0.279851,10.0342,0.371959,5,22.2258,0.321327,-0.09210799999999997,7.141749636599999,0
0.131531,7.3239,0.241613,8,24.9218,0.10047,-0.11008199999999999,2.503893246,0
0.01691,10.0345,0.029956,10,29.6736,0.283504,-0.013045999999999999,8.4125842944,0
0.072976,6.5251,0.24319,12,28.7203,0.116504,-0.17021399999999998,3.3460298312,0
0.182065,9.4218,0.452566,7,46.3028,0.48881,-0.270501,22.633271668,0
0.443166,17.7441,0.414787,8,40.2947,0.124851,0.028378999999999988,5.0308335897,1
0.116411,3.6704,0.08252,10,27.9109,0.405009,0.033891000000000004,11.3041656981,0
0.641912,40.3509,0.743207,0,62.375,0.715273,-0.10129499999999991,44.615153375000006,1
0.062643,2.7116,0.039584,11,44.0715,0.519165,0.023059000000000003,22.8803802975,0
0.477808,29.5515,0.499119,8,39.3495,0.356514,-0.02131099999999997,14.028647643,0
0.350269,16.2893,0.481207,2,57.371,0.682255,-0.130938,39.141651605,0
0.603034,36.5139,0.418069,4,64.9354,0.200537,0.18496499999999994,13.0219503098,1
0.028306,2.7131,0.331278,10,33.3616,0.505276,-0.302972,16.8568158016,0
0.250621,5.4524,0.172644,10,10.2841,0.150076,0.07797699999999999,1.5433965915999999,1
0.0,0.1678,0.033679,12,37.3566,0.284418,-0.033679,10.6248894588,0
0.178326,11.3042,0.032138,14,6.4807,0.21565,0.146188,1.397562955,0
0.618767,41.6522,0.59706,1,58.6392,0.36818,0.02170699999999992,21.589780656000002,1
0.012381,4.3127,0.121257,13,7.8822,0.13751,-0.108876,1.0838813219999999,0
0.14044,5.4652,0.118295,12,20.3603,0.346529,0.022145000000000012,7.055434398699999,0
0.18612,3.8678,0.358918,8,33.185,0.412905,-0.172798,13.702252425000001,0
0.030609,3.9418,0.346611,14,32.6013,0.559812,-0.316002,18.2505989556,0
0.259927,4.4343,0.235724,9,26.5458,0.301801,0.02420300000000003,8.0115489858,0
0.204352,21.3188,0.819434,7,25.0033,0.482076,-0.615082,12.0534908508,0
0.467203,13.033,0.201815,10,37.4979,0.51805,0.26538799999999996,19.425787095,0
0.0,0.0,0.178746,13,16.0332,0.431723,-0.178746,6.921901203600001,0
0.690072,40.0807,0.537746,1,51.8972,0.810002,0.15232600000000007,42.0368357944,0
0.235306,9.8424,0.206981,11,31.4778,0.250225,0.02832499999999999,7.876532504999999,1
0.021298,3.5332,0.246849,11,5.5531,0.395572,-0.225551,2.1966508732,0
0.272846,19.1981,0.219106,8,39.2709,0.486738,0.05373999999999998,19.1146393242,0
0.203935,4.9102,0.061346,14,24.2958,0.23331,0.14258900000000002,5.668453098,0
0.45096,15.2377,0.555245,5,9.6399,0.305179,-0.10428499999999996,2.9418950421,0
0.103412,9.5458,0.526453,8,26.4517,0.170396,-0.42304099999999994,4.507263873199999,0
0.063074,2.3774,0.247972,12,30.5601,0.370592,-0.184898,11.325328579199999,0
0.096478,2.7413,0.088413,10,26.4687,0.128674,0.008064999999999989,3.4058335038000003,0
0.054717,3.3318,0.097253,9,20.003,0.231453,-0.042536000000000004,4.629754359,0
0.124077,4.1143,0.369622,8,15.6497,0.125513,-0.245545,1.9642407961000001,0
0.117607,8.293,0.261251,9,38.4688,0.288411,-0.143644,11.0948250768,0
0.657418,24.9187,0.652154,1,78.3062,0.676803,0.005263999999999935,52.99787107860001,0
0.069202,3.6088,0.24411,14,30.0844,0.519297,-0.174908,15.6227386668,0
0.042911,5.5346,0.206419,12,25.5068,0.221382,-0.163508,5.646746397599999,0
0.033193,2.8875,0.072094,10,27.4572,0.384166,-0.038901000000000005,10.5481226952,0
0.074426,22.5067,0.656908,8,42.071,0.305688,-0.582482,12.860599848,0
0.620801,34.0063,0.771527,2,64.0193,0.516799,-0.15072599999999992,33.0851102207,1
0.325082,5.8384,0.116468,8,17.2825,0.082866,0.20861399999999997,1.432131645,0
0.04791,6.2423,0.330909,14,11.7722,0.244373,-0.282999,2.8768078306000002,0
0.15005,14.6576,0.373874,7,41.3182,0.205498,-0.223824,8.4908074636,1
0.0,1.6166,0.200182,14,17.6415,0.196954,-0.200182,3.474563991,0
0.089506,5.3645,0.005573,8,25.619,0.260962,0.08393300000000001,6.685585478000001,0
0.662278,34.4056,0.479623,2,82.7908,0.920277,0.182655,76.1904690516,1
0.04459,2.4311,0.396701,11,33.9577,0.377139,-0.352111,12.806773020300001,0
0.014667,0.5467,0.194954,10,36.5311,0.527283,-0.18028699999999998,19.2622280013,0
0.920976,73.4251,0.749711,1,88.9954,0.77565,0.171265,69.02928201,1
0.035393,19.1164,0.227725,6,28.6901,0.165119,-0.192332,4.7372806219,0
0.0,0.0,0.178746,13,16.0332,0.431723,-0.178746,6.921901203600001,0
0.034031,8.7685,0.189097,12,21.4645,0.190214,-0.15506599999999998,4.082848403,0
0.07351,16.813,0.149263,8,34.6991,0.750605,-0.075753,26.0453179555,0
0.180495,23.7144,0.172378,9,40.3409,0.206831,0.008116999999999985,8.3437486879,0
0.0,0.8309,0.385116,13,28.0005,0.335892,-0.385116,9.405143946,0
0.375875,34.2449,0.545973,6,45.3582,0.576033,-0.17009800000000003,26.127820020599998,1
0.125774,7.4349,0.064746,10,13.5103,0.128138,0.061028,1.7311828214000002,0
0.182934,14.7357,0.521532,7,31.528,0.621987,-0.33859799999999995,19.610006136,1
0.668593,37.1889,0.812081,4,67.5495,0.134613,-0.14348800000000006,9.0930408435,1
0.382941,23.8468,0.566647,6,53.8125,0.841752,-0.18370600000000004,45.2967795,1
0.279851,10.0342,0.371959,5,22.2258,0.321327,-0.09210799999999997,7.141749636599999,0
0.419519,12.0931,0.004371,8,20.2285,0.627784,0.41514799999999996,12.699128644,0
0.170382,3.787,0.230758,8,26.8848,0.056882,-0.060375999999999985,1.5292611936,1
0.037411,4.4116,0.040891,8,34.3712,0.172441,-0.003479999999999997,5.9270040992,0
0.04373,5.7177,0.31968,11,12.7241,0.50144,-0.27595000000000003,6.380372704,0
0.198798,5.0888,0.391843,9,24.662,0.239072,-0.193045,5.895993664,0
0.104407,12.2719,0.256014,8,18.645,0.253657,-0.15160700000000002,4.729434765000001,0
0.015455,2.7567,0.040375,8,18.1865,0.078403,-0.02492,1.4258761595,0
0.325371,19.2787,0.568498,3,55.7065,0.9326,-0.24312699999999993,51.9518819,0
0.305918,28.7673,0.158185,3,37.3424,0.475767,0.14773300000000003,17.766281620799997,0
0.100505,22.5454,0.116489,11,47.0372,0.413812,-0.015983999999999998,19.4645578064,0
0.067748,0.2356,0.43177,10,2.5173,0.298139,-0.36402199999999996,0.7505053047,1
0.047455,2.4553,0.180763,8,37.7332,0.244027,-0.133308,9.207919596399998,0
0.290297,17.3048,0.222219,9,26.9299,0.34814,0.06807800000000003,9.375375386,0
0.104407,12.2719,0.256014,8,18.645,0.253657,-0.15160700000000002,4.729434765000001,0
0.159284,8.7948,0.231155,6,36.6118,0.334421,-0.07187099999999999,12.243754767800002,0
0.119675,6.1032,0.121092,9,9.9699,0.617514,-0.0014170000000000016,6.156552828600001,0
0.034746,3.3388,0.18103,13,13.2345,0.401885,-0.146284,5.3187470325,0
0.074426,22.5067,0.656908,8,42.071,0.305688,-0.582482,12.860599848,0
0.915015,72.2984,0.706036,1,85.4479,0.444944,0.20897900000000003,38.0195304176,1
0.153311,6.1467,0.20417,11,36.2932,0.432824,-0.05085899999999999,15.7085679968,0
0.920226,52.6282,0.840311,2,93.9858,0.896757,0.07991499999999996,84.2824240506,1
0.0,0.0,0.103153,11,19.9514,0.102344,-0.103153,2.0419060816,1
0.161733,6.6487,0.151788,14,18.8786,0.373899,0.009944999999999982,7.058689661399999,0
0.01109,2.3491,0.400153,8,25.1703,0.572113,-0.389063,14.4002558439,0
0.001221,0.0,0.162052,9,27.9898,0.310334,-0.160831,8.6861865932,0
0.032142,3.0486,0.311689,14,31.5627,0.076363,-0.279547,2.4102224601,0
0.127343,4.5201,0.259057,14,9.1734,0.152395,-0.13171399999999997,1.3979802930000003,0
0.391809,14.4278,0.141406,6,11.0961,0.491222,0.25040300000000004,5.4506484342,0
0.182877,3.0113,0.381849,10,23.1962,0.115413,-0.19897199999999998,2.6771430306000004,0
0.108654,5.1583,0.210196,12,34.2844,0.245439,-0.101542,8.4147288516,0
0.542751,23.3746,0.611986,2,80.5146,0.202064,-0.06923500000000005,16.2691021344,1
0.049181,7.6697,0.385142,9,28.5847,0.17254,-0.33596099999999995,4.932004138,0
0.071581,2.4985,0.058732,10,11.4663,0.161405,0.012849000000000006,1.8507181515,1
0.217095,4.2486,0.173594,14,37.9674,0.39905,0.04350100000000001,15.150890969999999,0
0.471504,14.0134,0.625614,4,50.1462,0.272828,-0.15411000000000002,13.681287453600001,0
0.080305,32.2655,0.504129,7,22.9324,0.363719,-0.42382400000000003,8.340949595600001,0
0.17451,9.7678,0.488229,8,45.7184,0.2997,-0.313719,13.701804480000002,1
0.249477,8.3406,0.241627,5,32.1849,0.089971,0.007849999999999996,2.8957076378999997,0
0.0,0.0,0.155327,8,28.8304,0.585761,-0.155327,16.8877239344,0
0.182065,9.4218,0.452566,7,46.3028,0.48881,-0.270501,22.633271668,0
0.177941,24.7801,0.317465,5,14.7333,0.120061,-0.139524,1.7688947313,1
0.181224,15.8781,0.329803,5,19.1477,0.421164,-0.14857900000000002,8.0643219228,1
0.246703,7.2341,0.296062,13,14.1222,0.323235,-0.049358999999999986,4.564789317,0
0.141964,11.1703,0.138648,14,22.4088,0.218213,0.0033160000000000134,4.8898914744,0
0.085416,16.7599,0.182848,7,35.6736,0.456608,-0.097432,16.2888511488,1
0.154524,4.6681,0.059459,12,24.8247,0.324491,0.095065,8.0553917277,1
0.071793,3.2089,0.192227,13,11.4977,0.216014,-0.12043400000000001,2.4836641678,1
0.391809,14.4278,0.141406,6,11.0961,0.491222,0.25040300000000004,5.4506484342,0
0.001097,5.5994,0.152472,14,13.2796,0.134504,-0.151375,1.7861593184000002,1
0.07096,6.78,0.055182,9,29.2916,0.193316,0.015777999999999993,5.662534945599999,0
0.139507,5.5157,0.329691,9,31.2946,0.021602,-0.19018400000000002,0.6760259491999999,1
0.105174,15.0129,0.078766,11,18.5069,0.208317,0.026408,3.8553018873000005,0
0.140753,18.0405,0.549317,7,40.1982,0.107071,-0.40856400000000004,4.3040614722,0
0.006096,3.7895,0.312551,11,35.8073,0.170356,-0.30645500000000003,6.0999883988,0
0.021055,1.9214,0.334207,12,11.4898,0.140633,-0.313152,1.6158450434000002,0
0.141075,4.9109,0.211691,14,22.6598,0.322427,-0.07061599999999998,7.306131334600001,0
0.015583,4.0982,0.150779,11,23.3884,0.267113,-0.13519599999999998,6.2473456892,0
0.432166,15.2229,0.245092,8,31.5059,0.153867,0.187074,4.8477183153,1
0.679708,53.9744,0.632355,2,69.6469,0.619551,0.04735299999999998,43.1498065419,1
0.206038,3.2823,0.100461,11,9.5428,0.247755,0.105577,2.364276414,0
0.071541,8.5038,0.298233,11,27.6986,0.234876,-0.22669200000000003,6.5057363736,0
0.142939,5.9851,0.353734,9,15.7339,0.411557,-0.21079499999999998,6.4753966823,0
0.189856,10.3944,0.170987,8,25.9307,0.129011,0.018868999999999997,3.3453455376999996,1
0.870817,35.0824,0.849879,2,72.1626,0.550371,0.0209379999999999,39.716202324600005,1
0.007799,18.1924,0.624374,5,22.2956,0.412827,-0.616575,9.2042256612,0
0.067311,4.0531,0.139199,10,14.4664,0.406363,-0.071888,5.8786097031999995,0
0.211118,19.9613,0.250738,7,32.2615,0.168844,-0.039620000000000016,5.447160705999999,0
0.046234,2.9931,0.062982,11,18.6764,0.159484,-0.016748,2.9785869776,1
0.024531,3.7055,0.158164,10,22.1383,0.297215,-0.133633,6.579834834500001,0
0.38796,29.6141,0.55592,4,43.2586,0.241427,-0.16795999999999994,10.4437940222,1
0.021994,2.9063,0.05713,10,34.6583,0.311793,-0.035136,10.806215331899999,0
0.028306,3.8408,0.071235,13,16.0964,0.221214,-0.04292900000000001,3.5607490295999997,1
0.389269,17.2671,0.291413,7,21.0104,0.190186,0.097856,3.9958839344,0
0.010984,0.0,0.279426,12,16.8769,0.070024,-0.268442,1.1817880456,0
0.046602,11.3966,0.193586,11,23.0121,0.177663,-0.146984,4.0883987223,0
0.168501,8.2284,0.368814,9,42.4859,0.144812,-0.20031299999999996,6.1524681508,0
0.29631,5.3473,0.23215,14,32.6857,0.667921,0.06416000000000002,21.831465429699996,0
0.418833,12.2613,0.650764,6,69.7754,0.515729,-0.231931,35.985197266600004,1
0.115966,5.8316,0.157398,12,26.4519,0.666886,-0.04143200000000001,17.640401783399998,0
0.278235,18.4032,0.066811,5,33.5583,0.118334,0.211424,3.9710878722,0
0.096478,2.7413,0.088413,10,26.4687,0.128674,0.008064999999999989,3.4058335038000003,0
0.108674,7.0908,0.196088,12,22.4328,0.106144,-0.087414,2.3811071232,0
0.084301,2.1945,0.136583,11,34.0811,0.5147,-0.05228200000000001,17.54154217,0
0.556162,39.6184,0.895697,0,69.2752,0.592067,-0.3395349999999999,41.0155598384,0
0.225568,8.3888,0.137779,12,22.3068,0.377516,0.08778899999999998,8.4211739088,0
0.275416,19.077,0.361237,5,15.2309,0.395967,-0.08582099999999998,6.0309337803,0
0.035577,2.8515,0.179429,12,13.7894,0.235164,-0.143852,3.2427704616,0
0.404074,14.3633,0.807943,1,55.358,0.186767,-0.403869,10.339047586,1
0.285993,4.0691,0.317326,12,35.812,0.438859,-0.031333,15.716418507999999,0
0.057966,0.0,0.088165,11,26.9532,0.140837,-0.030198999999999997,3.7960078283999996,0
0.057979,2.402,0.235839,8,31.905,0.408016,-0.17786,13.01775048,1
0.174109,17.002,0.204863,11,18.261,0.200495,-0.030753999999999976,3.661239195,1
0.092251,2.0026,0.04513,12,26.88,0.411258,0.047120999999999996,11.05461504,0
0.180053,3.498,0.085535,8,18.3549,0.179662,0.09451799999999999,3.2976780438,0
0.011497,3.3803,0.041338,9,35.4247,0.622955,-0.029841,22.067993988500003,0
0.0,3.7505,0.310671,12,29.105,0.504749,-0.310671,14.690719645,0
0.162958,16.7803,0.475638,7,36.025,0.526194,-0.31268,18.956138850000002,0
0.277045,16.5079,0.384267,9,24.3539,0.640122,-0.10722200000000004,15.5894671758,1
0.08034,13.2873,0.126359,5,6.1387,0.273093,-0.046019000000000004,1.6764359991,0
0.009123,11.5152,0.044669,8,26.4275,0.595264,-0.035546,15.73133936,0
0.086078,1.9307,0.023951,14,4.9251,0.083192,0.062127,0.4097289192,0
0.8807,86.3176,0.446716,0,50.557,0.602774,0.43398400000000004,30.474445118000002,1
0.127138,6.4852,0.460139,10,21.1524,0.389702,-0.333001,8.2431325848,0
0.0,10.2028,0.131008,8,32.3025,0.035405,-0.131008,1.1436700125,0
0.537705,39.8891,0.517249,0,84.8342,0.501107,0.02045600000000003,42.511011459399995,0
0.025064,10.824,0.18446,8,36.9509,0.277684,-0.159396,10.2606737156,0
0.068077,3.9974,0.120207,14,15.6009,0.41498,-0.052129999999999996,6.474061482,0
0.45777,9.2375,0.421217,6,24.3092,0.360726,0.036553,8.7689604792,1
0.153311,6.1467,0.20417,11,36.2932,0.432824,-0.05085899999999999,15.7085679968,0
0.150897,8.0998,0.0,12,17.1411,0.210127,0.150897,3.6018079197000006,0
0.085266,3.816,0.137713,10,16.0287,0.220269,-0.05244700000000001,3.5306257203,0
0.235683,6.4931,0.328778,9,32.8563,0.211394,-0.09309500000000001,6.945624682199999,0
0.095128,9.2868,0.508776,8,26.2598,0.407453,-0.413648,10.6996342894,1
0.447562,9.6114,0.289523,12,22.5834,0.184601,0.15803900000000004,4.1689182233999995,0
0.147357,7.3217,0.096861,8,36.5925,0.193908,0.050495999999999985,7.09557849,0
0.054515,4.0915,0.077438,14,8.5715,0.261341,-0.022923000000000006,2.2400843815,0
0.387797,19.005,0.426594,5,26.5421,0.543735,-0.03879699999999997,14.431868743499999,0
0.010355,0.5202,0.056127,10,24.5049,0.236095,-0.04577200000000001,5.7854843654999994,0
0.279983,7.6528,0.255707,8,16.6064,0.156595,0.024275999999999964,2.6004792080000003,0
0.102074,12.7093,0.732111,9,39.9743,0.560627,-0.630037,22.410671886099998,0
0.160212,17.2422,0.475791,5,15.8725,0.404563,-0.31557900000000005,6.4214262175000005,1
0.292503,4.6869,0.298178,11,7.7712,0.118365,-0.005674999999999986,0.919838088,0
0.181748,4.6002,0.160858,12,22.3048,0.229131,0.020889999999999992,5.1107211288,0
0.074357,2.5042,0.100418,13,8.7482,0.214862,-0.026060999999999987,1.8796557484,0
0.200645,3.8834,0.283407,11,17.3804,0.257989,-0.08276200000000003,4.483952015600001,0
0.037,4.4485,0.052483,13,10.2373,0.616742,-0.015483000000000004,6.3137728766,0
0.007905,4.2248,0.214431,9,25.0285,0.358215,-0.20652600000000002,8.9655841275,0
0.111143,1.7978,0.315441,14,26.0804,0.117405,-0.20429800000000004,3.061969362,0
0.151102,8.619,0.341036,7,32.2513,0.189035,-0.18993400000000002,6.0966244955,0
0.208935,8.6588,0.172605,13,24.399,0.09579,0.03633,2.33718021,0
0.242618,13.3903,0.23795,5,33.8259,0.328217,0.0046680000000000055,11.102235420299998,0
0.525472,26.9228,0.419315,4,85.9261,0.39319,0.10615700000000006,33.785283259,1
0.928785,61.7038,0.804075,1,54.2484,0.70552,0.12470999999999999,38.273331168,1
0.040087,0.9952,0.158461,9,20.1542,0.279521,-0.118374,5.6335221382,0
0.585062,26.6774,0.686565,3,71.3523,0.580982,-0.10150300000000001,41.4544019586,1
0.0,1.8104,0.280486,8,29.5428,0.403779,-0.280486,11.9287622412,0
0.690072,40.0807,0.537746,1,51.8972,0.810002,0.15232600000000007,42.0368357944,0
0.042031,7.9491,0.072381,8,24.1659,0.171516,-0.030350000000000002,4.1448385044,0
0.094658,1.924,0.249088,12,21.6052,0.140022,-0.15443,3.0252033144,1
0.009779,4.8688,0.104064,9,29.9734,0.257114,-0.09428500000000001,7.706580767600001,0
0.022848,1.7702,0.080891,14,12.0505,0.159529,-0.058043000000000004,1.9224042145,0
0.177269,10.4926,0.386469,6,18.4833,0.515437,-0.2092,9.5269767021,0
0.152231,15.962,0.093494,6,22.5649,0.342728,0.05873700000000001,7.7336230472,0
0.068168,3.3397,0.06567,9,29.0916,0.107775,0.0024980000000000002,3.13534719,0
0.388168,21.292,0.912367,1,57.6938,0.429491,-0.5241990000000001,24.7789678558,0
0.002318,0.0795,0.078718,13,16.4107,0.261494,-0.0764,4.2912995858,0
0.336851,17.0118,0.503549,5,34.284,0.384282,-0.166698,13.174724088,0
0.244348,12.053,0.384048,8,43.2716,0.743753,-0.1397,32.1833823148,0
0.003582,3.9024,0.027546,9,32.1756,0.189139,-0.023964,6.085660808400001,0
0.086598,5.3214,0.584032,9,24.7058,0.460905,-0.497434,11.387026749,1
0.057773,11.0638,0.059466,14,7.8461,0.433145,-0.001693,3.3984989844999998,0
0.329348,6.6722,0.189535,11,27.7852,0.265371,0.13981299999999997,7.373386309200001,0
0.093711,2.9105,0.273871,8,27.842,0.285266,-0.18016,7.942375972,0
0.117936,5.4599,0.052408,11,22.4791,0.041714,0.065528,0.9376931774,0
0.143665,7.5264,0.191369,6,21.0905,0.397507,-0.047704000000000024,8.3836213835,0
0.381846,41.7303,0.311103,2,72.1645,0.807917,0.070743,58.3029263465,0
0.024531,3.7055,0.158164,10,22.1383,0.297215,-0.133633,6.579834834500001,0
0.111499,2.6214,0.182353,8,17.1648,0.239528,-0.07085399999999999,4.1114502144,0
0.032638,2.6732,0.156642,9,26.9679,0.212412,-0.124004,5.728305574799999,0
0.504353,60.8467,0.49308,6,47.9657,0.371006,0.011273000000000033,17.7955624942,0
0.123567,7.0343,0.121365,13,28.5429,0.454506,0.0022019999999999956,12.9729193074,0
0.013042,0.9388,0.242732,9,22.3601,0.160091,-0.22969,3.5796507691,0
0.105436,3.5881,0.081975,10,27.2711,0.107982,0.023460999999999996,2.9447879202,0
0.90828,52.9705,0.93242,0,66.3443,0.62898,-0.02414000000000005,41.729237814,1
0.329348,6.6722,0.189535,11,27.7852,0.265371,0.13981299999999997,7.373386309200001,0
0.352314,15.3584,0.463364,9,24.7199,0.331585,-0.11104999999999998,8.1967480415,1
0.354893,12.3211,0.570104,2,75.6272,0.543462,-0.21521100000000004,41.100509366400004,0
0.158551,4.0438,0.323671,11,23.2204,0.169629,-0.16512,3.9388532316000004,0
0.291409,4.8219,0.32653,10,23.1701,0.121241,-0.03512100000000001,2.8091660941,1
0.243048,8.4634,0.178868,10,34.6168,0.402024,0.06417999999999999,13.9167844032,1
0.003048,5.7448,0.263313,11,12.2703,0.044912,-0.260265,0.5510837136000001,0
0.05077,4.5771,0.185989,13,10.5495,0.357835,-0.13521899999999998,3.7749803325,0
0.0,0.6342,0.449684,9,12.8295,0.282556,-0.449684,3.6250522019999996,0
0.860394,46.2332,0.738521,1,85.2366,0.853583,0.12187300000000001,72.7565127378,0
0.191179,3.056,0.481925,6,31.6083,0.333871,-0.290746,10.5530947293,0
0.206453,18.4153,0.052429,11,24.4789,0.408175,0.154024,9.9916750075,1
0.180385,8.3477,0.057627,10,5.4164,0.627997,0.12275799999999999,3.4014829508,0
0.125941,3.7252,0.414552,9,18.4791,0.006847,-0.28861099999999995,0.1265263977,0
0.29631,5.3473,0.23215,14,32.6857,0.667921,0.06416000000000002,21.831465429699996,0
0.045385,0.5326,0.139656,14,30.3901,0.467577,-0.094271,14.209711787700002,0
0.013579,0.0,0.099689,12,24.3304,0.045669,-0.08610999999999999,1.1111450376,0
0.118011,7.129,0.58967,10,31.8321,0.549471,-0.47165900000000005,17.490815819100003,0
0.081641,3.1996,0.229949,14,15.4816,0.286651,-0.148308,4.4378161216,0
0.206038,3.2823,0.100461,11,9.5428,0.247755,0.105577,2.364276414,0
0.262134,11.9129,0.382937,13,36.7261,0.413572,-0.12080300000000005,15.1888866292,0
0.21687,8.908,0.382923,5,41.3374,0.204922,-0.166053,8.4709426828,0
0.086596,2.2337,0.038051,14,23.6996,0.303222,0.048545000000000005,7.1862401112,0
0.114717,4.1709,0.092975,8,14.1666,0.268338,0.021741999999999997,3.8014371108000007,0
0.225647,3.9006,0.636205,6,30.9955,0.322609,-0.41055800000000003,9.999427259499999,1
0.676501,65.6369,0.774035,3,40.2714,0.739763,-0.09753400000000001,29.791291678199997,0
0.06255,9.3126,0.166547,11,31.2788,0.188393,-0.103997,5.892706968400001,0
0.064973,1.6987,0.087201,11,24.4584,0.42914,-0.022227999999999998,10.496077776000002,0
0.100931,10.0227,0.10483,9,20.6085,0.117021,-0.0038989999999999997,2.4116272785,0
0.657418,24.9187,0.652154,1,78.3062,0.676803,0.005263999999999935,52.99787107860001,0
0.11119,10.7325,0.498765,7,45.7291,0.285562,-0.387575,13.0584932542,0
0.446312,12.4407,0.369434,9,35.5556,0.408781,0.076878,14.534453723599999,0
0.301147,9.469,0.293491,9,37.5682,0.278305,0.007655999999999996,10.455417901,0
0.053511,6.6245,0.178292,12,14.119,0.111063,-0.124781,1.5680984969999998,0
0.001221,0.0,0.162052,9,27.9898,0.310334,-0.160831,8.6861865932,0
0.15237,5.868,0.186477,11,19.4783,0.21776,-0.034107,4.241594608000001,0
0.283204,8.9257,0.186662,11,23.1597,0.362182,0.09654200000000002,8.388026465400001,0
0.075068,5.7145,0.26412,8,26.9878,0.161923,-0.18905200000000003,4.369945539400001,0
0.477808,29.5515,0.499119,8,39.3495,0.356514,-0.02131099999999997,14.028647643,0
0.192872,6.0601,0.032804,13,31.7789,0.185082,0.160068,5.8817023698,0
0.194359,9.0671,0.127942,9,17.8993,0.225254,0.066417,4.0318889222,0
0.148629,11.18,0.467291,10,38.0987,0.133894,-0.318662,5.101187337800001,0
0.054244,6.4741,0.093603,11,14.8223,0.253015,-0.039359000000000005,3.7502642345,0
0.082084,6.0379,0.074453,10,21.3598,0.140837,0.007630999999999999,3.0082501525999996,0
0.073464,5.5349,0.392781,12,20.4654,0.038656,-0.31931699999999996,0.7911105024,0
0.115966,5.8316,0.157398,12,26.4519,0.666886,-0.04143200000000001,17.640401783399998,0
